"","p0q0"
"1874",0.37
"1875",0.236
"1876",0.936
"1877",0.415
"1878",0.137
"1879",0.914
"1880",0.348
"1881",0.853
"1882",0.143
"1883",0.359
"1884",0.246
"1885",0.046
"1886",0.785
"1887",0.199
"1888",0.392
"1889",0.324
"1890",0.602
"1891",0.541
"1892",0.991
"1893",0.254
"1894",0.735
"1895",0.978
"1896",0.558
"1897",0.393
"1898",0.825
"1899",0.112
"1900",0.536
"1901",0.444
"1902",0.274
"1903",0.157
"1904",0.872
"1905",0.562
"1906",0.551
"1907",0.592
"1908",0.728
"1909",0.639
"1910",0.614
"1911",0.052
"1912",0.565
"1913",0.587
"1914",0.629
"1915",0.622
"1916",0.082
"1917",0.078
"1918",0.687
"1919",0.83
"1920",0.146
"1921",0.784
"1922",0.486
"1923",0.989
"1924",0.499
"1925",0.562
"1926",0.378
"1927",0.519
"1928",0.074
"1929",0.538
"1930",0.961
"1931",0.528
"1932",0.437
"1933",0.032
"1934",0.038
"1935",0.047
"1936",0.161
"1937",0.469
"1938",0.806
"1939",0.281
"1940",0.755
"1941",0.522
"1942",0.289
"1943",0.017
"1944",0.668
"1945",0.067
"1946",0.836
"1947",0.135
"1948",0.656
"1949",0.838
"1950",0.258
"1951",0.136
"1952",0.763
"1953",0.212
"1954",0.268
"1955",0.532
"1956",0.474
"1957",0.373
"1958",0.775
"1959",0.558
"1960",0.155
"1961",0.989
"1962",0.244
"1963",0.13
"1964",0.213
"1965",0.38
"1966",0.36
"1967",0.303
"1968",0.044
"1969",0.935
"1970",0.569
"1971",0.221
"1972",0.878
"1973",0.467
"1974",0.542
"1975",0.784
"1976",0.648
"1977",0.145
"1978",0.322
"1979",0.951
"1980",0.188
"1981",0.75
"1982",0.459
"1983",0.141
"1984",0.205
"1985",0.675
"1986",0.138
"1987",0.416
"1988",0.451
"1989",0.623
"1990",0.251
"1991",0.464
"1992",0.166
"1993",0.858
"1994",0.157
"1995",0.088
"1996",0.893
"1997",0.301
"1998",0.752
"1999",0.402
"2000",0.449
"2001",0.16
"2002",0.145
"2003",0.149
"2004",0.514
"2005",0.493
"2006",0.616
"2007",0.447
"2008",0.056
"2009",0.005
"2010",0.222
"2011",0.851
"2012",0.267
"2013",0.599
"2014",0.609
"2015",0.992
"2016",0.191
"2017",0.753
"2018",0.242
"2019",0.327
"2020",0.004
"2021",0.997
"2022",0.438
"2023",0.998
"2024",0.197
"2025",0.111
"2026",0.251
"2027",0.68
"2028",0.577
"2029",0.416
"2030",0.729
"2031",0.574
"2032",0.578
"2033",0.59
"2034",0.223
"2035",0.103
"2036",0.737
"2037",0.612
"2038",0.951
"2039",0.96
"2040",0.745
"2041",0.435
"2042",0.175
"2043",0.435
"2044",0.762
"2045",0.919
"2046",0.907
"2047",0.816
"2048",0.2
"2049",0.05
"2050",0.479
"2051",0.59
"2052",0.097
"2053",0.951
"2054",0.163
"2055",0.922
"2056",0.128
"2057",0.663
"2058",0.784
"2059",0.765
"2060",0.673
"2061",0.116
"2062",0.851
"2063",0.618
"2064",0.836
"2065",0.17
"2066",0.01
"2067",0.323
"2068",0.27
"2069",0.825
"2070",0.934
"2071",0.128
"2072",0.913
"2073",0.605
"2074",0.4
"2075",0.666
"2076",0.768
"2077",0.522
"2078",0.395
"2079",0.966
"2080",0.049
"2081",0.153
"2082",0.697
"2083",0.728
"2084",0.108
"2085",0.465
"2086",0.642
"2087",0.397
"2088",0.99
"2089",0.679
"2090",0.315
"2091",0.154
"2092",0.301
"2093",0.095
"2094",0.027
"2095",0.31
"2096",0.742
"2097",0.96
"2098",0.416
"2099",0.522
"2100",0.068
"2101",0.63
"2102",0.353
"2103",0.425
"2104",0.964
"2105",0.681
"2106",0.718
"2107",0.171
"2108",0.204
"2109",0.877
"2110",0.838
"2111",0.721
"2112",0.281
"2113",0.21
"2114",0.494
"2115",0.522
"2116",0.22
"2117",0.763
"2118",0.025
"2119",0.711
"2120",0.841
"2121",0.931
"2122",0.662
"2123",0.27
"2124",0.218
"2125",0.868
"2126",0.025
"2127",0.85
"2128",0.524
"2129",0.435
"2130",0.931
"2131",0.165
"2132",0.379
"2133",0.138
"2134",0.15
"2135",0.676
"2136",0.562
"2137",0.472
"2138",0.811
"2139",0.962
"2140",0.515
"2141",0.704
"2142",0.181
"2143",0.355
"2144",0.05
"2145",0.153
"2146",0.099
"2147",0.28
"2148",0.387
"2149",0.634
"2150",0.707
"2151",0.326
"2152",0.965
"2153",0.696
"2154",0.161
"2155",0.369
"2156",0.302
"2157",0.458
"2158",0.823
"2159",0.233
"2160",0.402
"2161",0.972
"2162",0.124
"2163",0.63
"2164",0.704
"2165",0.591
"2166",0.997
"2167",0.045
"2168",0.99
"2169",0.745
"2170",0.437
"2171",0.153
"2172",0.449
"2173",0.186
"2174",0.427
"2175",0.821
"2176",0.05
"2177",0.325
"2178",0.842
"2179",0.04
"2180",0.792
"2181",0.962
"2182",0.661
"2183",0.009
"2184",0.466
"2185",0.717
"2186",0.028
"2187",0.845
"2188",0.746
"2189",0.264
"2190",0.746
"2191",0.672
"2192",0.172
"2193",0.67
"2194",0.93
"2195",0.851
"2196",0.781
"2197",0.686
"2198",0.591
"2199",0.403
"2200",0.128
"2201",0.82
"2202",0.717
"2203",0.788
"2204",0.018
"2205",0.174
"2206",0.599
"2207",0.081
"2208",0.707
"2209",0.564
"2210",0.283
"2211",0.392
"2212",0.673
"2213",0.162
"2214",0.109
"2215",0.533
"2216",0.103
"2217",0.093
"2218",0.64
"2219",0.564
"2220",0.306
"2221",0.266
"2222",0.633
"2223",0.831
"2224",0.051
"2225",0.992
"2226",0.022
"2227",0.18
"2228",0.329
"2229",0.855
"2230",0.184
"2231",0.795
"2232",0.859
"2233",0.472
"2234",0.648
"2235",0.325
"2236",0.466
"2237",0.942
"2238",0.245
"2239",0.022
"2240",0.967
"2241",0.26
"2242",0.654
"2243",0.075
"2244",0.969
"2245",0.919
"2246",0.868
"2247",0.424
"2248",0.781
"2249",0.3
"2250",0.289
"2251",0.999
"2252",0.987
"2253",0.48
"2254",0.762
"2255",0.329
"2256",0.236
"2257",0.618
"2258",0.34
"2259",0.058
"2260",0.982
"2261",0.688
"2262",0.862
"2263",0.462
"2264",0.126
"2265",0.68
"2266",0.02
"2267",0.163
"2268",0.896
"2269",0.153
"2270",0.259
"2271",0.244
"2272",0.312
"2273",0.221
"2274",0.031
"2275",0.903
"2276",0.959
"2277",0.943
"2278",0.453
"2279",0.438
"2280",0.05
"2281",0.36
"2282",0.897
"2283",0.371
"2284",0.503
"2285",0.528
"2286",0.17
"2287",0.539
"2288",0.11
"2289",0.614
"2290",0.545
"2291",0.228
"2292",0.902
"2293",0.199
"2294",0.422
"2295",0.884
"2296",0.238
"2297",0.292
"2298",0.876
"2299",0.619
"2300",0.857
"2301",0.477
"2302",0.894
"2303",0.169
"2304",0.621
"2305",0.723
"2306",0.19
"2307",0.569
"2308",0.672
"2309",0.919
"2310",0.326
"2311",0.547
"2312",0.005
"2313",0.37
"2314",0.638
"2315",0.61
"2316",0.818
"2317",0.118
"2318",0.663
"2319",0.202
"2320",0.587
"2321",0.695
"2322",0.528
"2323",0.37
"2324",0.698
"2325",0.474
"2326",0.231
"2327",0.454
"2328",0.079
"2329",0.258
"2330",0.554
"2331",0.022
"2332",0.211
"2333",0.636
"2334",0.717
"2335",0.777
"2336",0.073
"2337",0.099
"2338",0.946
"2339",0.931
"2340",0.921
"2341",0.65
"2342",0.156
"2343",0.91
"2344",0.922
"2345",0.169
"2346",0.073
"2347",0.566
"2348",0.365
"2349",0.46
"2350",0.465
"2351",0.779
"2352",0.824
"2353",0.282
"2354",0.73
"2355",0.496
"2356",0.066
"2357",0.038
"2358",0.238
"2359",0.218
"2360",0.422
"2361",0.55
"2362",0.714
"2363",0.24
"2364",0.896
"2365",0.483
"2366",0.263
"2367",0.32
"2368",0.664
"2369",0.728
"2370",0.571
"2371",0.879
"2372",0.409
"2373",0.205
"2374",0.471
"2375",0.379
"2376",0.248
"2377",0.925
"2378",0.466
"2379",0.014
"2380",0.943
"2381",0.375
"2382",0.008
"2383",0.981
"2384",0.378
"2385",0.986
"2386",0.14
"2387",0.562
"2388",0.794
"2389",0.194
"2390",0.711
"2391",0.566
"2392",0.01
"2393",0.257
"2394",0.471
"2395",0.927
"2396",0.995
"2397",0.21
"2398",0.545
"2399",0.645
"2400",0.901
"2401",0.732
"2402",0.61
"2403",0.224
"2404",0.916
"2405",0.803
"2406",0.312
"2407",0.227
"2408",0.658
"2409",0.736
"2410",0.465
"2411",0.864
"2412",0.675
"2413",0.161
"2414",0.012
"2415",0.866
"2416",0.101
"2417",0.312
"2418",0.434
"2419",0.616
"2420",0.339
"2421",0.58
"2422",0.83
"2423",0.335
"2424",0.382
"2425",0.606
"2426",0.496
"2427",0.109
"2428",0.846
"2429",0.446
"2430",0.75
"2431",0.796
"2432",0.391
"2433",0.015
"2434",0.743
"2435",0.068
"2436",0.532
"2437",0.123
"2438",0.676
"2439",0.056
"2440",0.798
"2441",0.663
"2442",0.244
"2443",0.16
"2444",0.058
"2445",0.015
"2446",0.833
"2447",0.262
"2448",0.055
"2449",0.348
"2450",0.58
"2451",0.804
"2452",0.34
"2453",0.135
"2454",0.774
"2455",0.877
"2456",0.988
"2457",0.655
"2458",0.254
"2459",0.641
"2460",0.451
"2461",0.197
"2462",0.606
"2463",0.975
"2464",0.199
"2465",0.435
"2466",0.34
"2467",0.034
"2468",0.099
"2469",0.419
"2470",0.047
"2471",0.027
"2472",0.174
"2473",0.378
"2474",0.588
"2475",0.336
"2476",0.495
"2477",0.752
"2478",0.169
"2479",0.844
"2480",0.32
"2481",0.234
"2482",0.31
"2483",0.79
"2484",0.255
"2485",0.923
"2486",0.148
"2487",0.216
"2488",0.626
"2489",0.257
"2490",0.707
"2491",0.742
"2492",0.262
"2493",0.573
"2494",0.916
"2495",0.708
"2496",0.844
"2497",0.92
"2498",0.295
"2499",0.651
"2500",0.142
"2501",0.854
"2502",0.666
"2503",0.733
"2504",0.315
"2505",0.668
"2506",0.464
"2507",0.65
"2508",0.786
"2509",0.902
"2510",0.527
"2511",0.158
"2512",0.27
"2513",0.135
"2514",0.238
"2515",0.723
"2516",0.627
"2517",0.452
"2518",0.634
"2519",0.529
"2520",0.33
"2521",0.771
"2522",0.635
"2523",0.774
"2524",0.179
"2525",0.396
"2526",0.963
"2527",0.377
"2528",0.078
"2529",0.529
"2530",0.95
"2531",0.856
"2532",0.549
"2533",0.665
"2534",0.5
"2535",0.924
"2536",0.092
"2537",0.497
"2538",0.782
"2539",0.87
"2540",0.902
"2541",0.811
"2542",0.154
"2543",0.73
"2544",0.76
"2545",0.661
"2546",0.908
"2547",0.39
"2548",0.957
"2549",0.457
"2550",0.195
"2551",0.591
"2552",0.155
"2553",0.519
"2554",0.413
"2555",0.827
"2556",0.563
"2557",0.456
"2558",0.192
"2559",0.472
"2560",0.233
"2561",0.314
"2562",0.867
"2563",0.445
"2564",0.434
"2565",0.473
"2566",0.833
"2567",0.01
"2568",0.309
"2569",0.086
"2570",0.823
"2571",0.471
"2572",0.532
"2573",0.395
"2574",0.454
"2575",0.115
"2576",0.031
"2577",0.023
"2578",0.078
"2579",0.362
"2580",0.761
"2581",0.743
"2582",0.098
"2583",0.962
"2584",0.143
"2585",0.485
"2586",0.565
"2587",0.932
"2588",0.82
"2589",0.533
"2590",0.384
"2591",0.546
"2592",0.797
"2593",0.627
"2594",0.104
"2595",0.192
"2596",0.842
"2597",0.479
"2598",0.777
"2599",0.818
"2600",0.297
"2601",0.227
"2602",0.62
"2603",0.374
"2604",0.886
"2605",0.126
"2606",0.158
"2607",0.638
"2608",0.186
"2609",0.665
"2610",0.512
"2611",0.742
"2612",0.337
"2613",0.111
"2614",0.402
"2615",0.543
"2616",0.74
"2617",0.173
"2618",0.586
"2619",0.5
"2620",0.936
"2621",0.91
"2622",0.153
"2623",0.307
"2624",0.698
"2625",0.763
"2626",0.51
"2627",0.227
"2628",0.166
"2629",0.316
"2630",0.045
"2631",0.67
"2632",0.746
"2633",0.249
"2634",0.467
"2635",0.044
"2636",0.098
"2637",0.897
"2638",0.615
"2639",0.641
"2640",0.461
"2641",0.28
"2642",0.945
"2643",0.023
"2644",0.177
"2645",0.971
"2646",0.8
"2647",1
"2648",0.261
"2649",0.582
"2650",0.072
"2651",0.802
"2652",0.881
"2653",0.89
"2654",0.011
"2655",0.241
"2656",0.607
"2657",0.363
"2658",0.709
"2659",0.042
"2660",0.657
"2661",0.231
"2662",0.273
"2663",0.733
"2664",0.178
"2665",0.386
"2666",0.684
"2667",0.415
"2668",0.542
"2669",0.455
"2670",0.127
"2671",0.031
"2672",0.166
"2673",0.799
"2674",0.142
"2675",0.074
"2676",0.029
"2677",0.417
"2678",0.854
"2679",0.33
"2680",0.444
"2681",0.413
"2682",0.352
"2683",0.928
"2684",0.93
"2685",0.28
"2686",0.729
"2687",0.217
"2688",0.94
"2689",0.064
"2690",0.989
"2691",0.21
"2692",0.319
"2693",0.122
"2694",0.584
"2695",0.658
"2696",0.996
"2697",0.194
"2698",0.816
"2699",0.619
"2700",0.986
"2701",0.442
"2702",0.724
"2703",0.076
"2704",0.63
"2705",0.215
"2706",0.919
"2707",0.812
"2708",0.856
"2709",0.817
"2710",0.417
"2711",0.978
"2712",0.499
"2713",0.499
"2714",0.343
"2715",0.067
"2716",0.907
"2717",0.221
"2718",0.298
"2719",0.659
"2720",0.567
"2721",0.971
"2722",0.105
"2723",0.544
"2724",0.915
"2725",0.873
"2726",0.905
"2727",0.779
"2728",0.167
"2729",0.121
"2730",0.118
"2731",0.432
"2732",0.777
"2733",0.904
"2734",0.426
"2735",0.81
"2736",0.468
"2737",0.679
"2738",0.759
"2739",0.683
"2740",0.848
"2741",0.312
"2742",0.183
"2743",0.094
"2744",0.015
"2745",0.902
"2746",0.796
"2747",0.078
"2748",0.102
"2749",0.174
"2750",0.529
"2751",0.735
"2752",0.118
"2753",0.103
"2754",0.552
"2755",0.291
"2756",0.44
"2757",0.118
"2758",0.922
"2759",0.733
"2760",0.462
"2761",0.672
"2762",0.288
"2763",0.663
"2764",0.375
"2765",0.671
"2766",0.413
"2767",0.711
"2768",0.281
"2769",0.739
"2770",0.575
"2771",0.024
"2772",0.363
"2773",0.441
"2774",0.403
"2775",0.545
"2776",0.863
"2777",0.766
"2778",0.065
"2779",0.118
"2780",0.31
"2781",0.309
"2782",0.732
"2783",0.141
"2784",0.978
"2785",0.855
"2786",0.584
"2787",0.9
"2788",0.009
"2789",0.785
"2790",0.908
"2791",0.111
"2792",0.466
"2793",0.674
"2794",0.465
"2795",0.875
"2796",0.401
"2797",0.567
"2798",0.654
"2799",0.286
"2800",0.892
"2801",0.139
"2802",0.557
"2803",0.253
"2804",0.074
"2805",0.763
"2806",0.606
"2807",0.333
"2808",0.91
"2809",0.59
"2810",0.946
"2811",0.902
"2812",0.387
"2813",0.718
"2814",0.827
"2815",0.914
"2816",0.131
"2817",0.044
"2818",0.988
"2819",0.389
"2820",0.711
"2821",0.526
"2822",0.387
"2823",0.719
"2824",0.88
"2825",0.121
"2826",0.367
"2827",0.79
"2828",0.216
"2829",0.621
"2830",0.378
"2831",0.604
"2832",0.565
"2833",0.694
"2834",0.814
"2835",0.454
"2836",0.37
"2837",0.823
"2838",0.513
"2839",0.742
"2840",0.849
"2841",0.44
"2842",0.406
"2843",0.851
"2844",0.727
"2845",0.615
"2846",0.7
"2847",0.748
"2848",0.262
"2849",0.276
"2850",0.199
"2851",0.943
"2852",0.271
"2853",0.498
"2854",0.037
"2855",0.802
"2856",0.405
"2857",0.46
"2858",0.931
"2859",0.39
"2860",0.746
"2861",0.784
"2862",0.207
"2863",0.057
"2864",0.332
"2865",0.684
"2866",0.768
"2867",0.653
"2868",0.934
"2869",0.004
"2870",0.378
"2871",0.644
"2872",0.099
"2873",0.015
"2874",0.149
"2875",0.745
"2876",0.853
"2877",0.325
"2878",0.267
"2879",0.244
"2880",0.956
"2881",0.497
"2882",0.694
"2883",0.915
"2884",0.609
"2885",0.263
"2886",0.919
"2887",0.712
"2888",0.044
"2889",0.634
"2890",0.853
"2891",0.119
"2892",0.952
"2893",0.041
"2894",0.171
"2895",0.023
"2896",0.39
"2897",0.709
"2898",0.656
"2899",0.486
"2900",0.081
"2901",0.968
"2902",0.56
"2903",0.717
"2904",0.283
"2905",0.802
"2906",0.629
"2907",0.909
"2908",0.396
"2909",0.308
"2910",0.732
"2911",0.695
"2912",0.435
"2913",0.808
"2914",0.306
"2915",0.915
"2916",0.63
"2917",0.777
"2918",0.717
"2919",0.663
"2920",0.703
"2921",0.193
"2922",0.598
"2923",0.767
"2924",0.236
"2925",0.692
"2926",0.092
"2927",0.737
"2928",0.945
"2929",0.664
"2930",0.667
"2931",0.42
"2932",0.138
"2933",0.469
"2934",0.094
"2935",0.754
"2936",0.366
"2937",0.568
"2938",0.383
"2939",0.203
"2940",0.535
"2941",0.386
"2942",0.862
"2943",0.094
"2944",0.063
"2945",0.167
"2946",0.936
"2947",0.443
"2948",0.674
"2949",0.036
"2950",0.468
"2951",0.046
"2952",0.62
"2953",0.865
"2954",0.196
"2955",0.282
"2956",0.865
"2957",0.032
"2958",0.782
"2959",0.455
"2960",0.08
"2961",0.907
"2962",0.189
"2963",0.746
"2964",0.432
"2965",0.671
"2966",0.187
"2967",0.882
"2968",0.049
"2969",0.22
"2970",0.262
"2971",0.767
"2972",0.386
"2973",0.279
"2974",0.078
"2975",0.5
"2976",0.451
"2977",0.987
"2978",0.142
"2979",0.834
"2980",0.03
"2981",0.779
"2982",0.229
"2983",0.134
"2984",0.191
"2985",0.216
"2986",0.934
"2987",0.989
"2988",0.31
"2989",0.137
"2990",0.661
"2991",0.585
"2992",0.344
"2993",0.814
"2994",0.283
"2995",0.846
"2996",0.137
"2997",0.862
"2998",0.067
"2999",0.435
"3000",0.68
"3001",0.206
"3002",0.943
"3003",0.379
"3004",0.626
"3005",0.184
"3006",0.659
"3007",0.735
"3008",0.496
"3009",0.869
"3010",0.832
"3011",0.983
"3012",0.667
"3013",0.643
"3014",0.045
"3015",0.191
"3016",0.033
"3017",0.847
"3018",0.424
"3019",0.817
"3020",0.152
"3021",0.406
"3022",0.723
"3023",0.06
"3024",0.33
"3025",0.777
"3026",0.84
"3027",0.871
"3028",0.953
"3029",0.384
"3030",0.951
"3031",0.704
"3032",0.422
"3033",0.391
"3034",0.211
"3035",0.752
"3036",0.445
"3037",0.453
"3038",0.083
"3039",0.365
"3040",0.895
"3041",0.544
"3042",0.031
"3043",0.388
"3044",0.113
"3045",0.277
"3046",0.72
"3047",0.376
"3048",0.634
"3049",0.497
"3050",0.807
"3051",0.582
"3052",0.172
"3053",0.937
"3054",0.054
"3055",0.087
"3056",0.842
"3057",0.421
"3058",0.717
"3059",0.736
"3060",0.987
"3061",0.961
"3062",0.142
"3063",0.665
"3064",0.033
"3065",0.495
"3066",0.791
"3067",0.379
"3068",0.948
"3069",0.661
"3070",0.433
"3071",0.839
"3072",0.805
"3073",0.427
"3074",0.329
"3075",0.565
"3076",0.861
"3077",0.586
"3078",0.645
"3079",0.767
"3080",0.693
"3081",0.867
"3082",0.095
"3083",0.61
"3084",0.241
"3085",0.47
"3086",0.284
"3087",0.918
"3088",0.4
"3089",0.565
"3090",0.081
"3091",0.943
"3092",0.736
"3093",0.475
"3094",0.182
"3095",0.73
"3096",0.615
"3097",0.061
"3098",0.053
"3099",0.455
"3100",0.181
"3101",0.491
"3102",0.982
"3103",0.224
"3104",0.713
"3105",0.15
"3106",0.526
"3107",0.828
"3108",0.127
"3109",0.82
"3110",0.246
"3111",0.097
"3112",0.164
"3113",0.664
"3114",0.677
"3115",0.133
"3116",0.98
"3117",0.147
"3118",0.942
"3119",0.7
"3120",0.568
"3121",0.246
"3122",0.341
"3123",0.84
"3124",0.922
"3125",0.515
"3126",0.888
"3127",0.704
"3128",0.424
"3129",0.3
"3130",0.963
"3131",0.125
"3132",0.68
"3133",0.82
"3134",0.216
"3135",0.594
"3136",0.162
"3137",0.406
"3138",0.239
"3139",0.528
"3140",0.671
"3141",0.908
"3142",0.333
"3143",0.243
"3144",0.31
"3145",0.227
"3146",0.123
"3147",0.268
"3148",0.924
"3149",0.056
"3150",0.501
"3151",0.794
"3152",0.838
"3153",0.576
"3154",0.242
"3155",0.582
"3156",0.138
"3157",0.483
"3158",0.094
"3159",0.305
"3160",0.677
"3161",0.205
"3162",0.395
"3163",0.803
"3164",0.228
"3165",0.077
"3166",0.778
"3167",0.67
"3168",0.511
"3169",0.214
"3170",0.188
"3171",0.611
"3172",0.039
"3173",0.229
"3174",0.824
"3175",0.3
"3176",0.016
"3177",0.962
"3178",0.088
"3179",0.748
"3180",0.836
"3181",0.016
"3182",0.853
"3183",0.55
"3184",0.34
"3185",0.326
"3186",0.639
"3187",0.128
"3188",0.311
"3189",0.583
"3190",0.759
"3191",0.552
"3192",0.688
"3193",0.371
"3194",0.907
"3195",0.976
"3196",0.766
"3197",0.012
"3198",0.523
"3199",0.799
"3200",0.207
"3201",0.386
"3202",0.542
"3203",0.744
"3204",0.333
"3205",0.325
"3206",0.424
"3207",0.276
"3208",0.626
"3209",0.044
"3210",0.607
"3211",0.417
"3212",0.044
"3213",0.993
"3214",0.627
"3215",0.839
"3216",0.397
"3217",0.953
"3218",0.378
"3219",0.82
"3220",0.007
"3221",0.874
"3222",0.074
"3223",0.817
"3224",0.586
"3225",0.683
"3226",0.714
"3227",0.28
"3228",0.674
"3229",0.297
"3230",0.571
"3231",0.055
"3232",0.348
"3233",0.498
"3234",0.532
"3235",0.816
"3236",0.51
"3237",0.849
"3238",0.594
"3239",0.538
"3240",0.627
"3241",0.292
"3242",0.567
"3243",0.999
"3244",0.92
"3245",0.769
"3246",0.844
"3247",0.922
"3248",0.601
"3249",0.368
"3250",0.747
"3251",0.485
"3252",0.005
"3253",0.673
"3254",0.404
"3255",0.953
"3256",0.134
"3257",0.378
"3258",0.9
"3259",0.803
"3260",0.506
"3261",0.018
"3262",0.25
"3263",0.306
"3264",0.662
"3265",0.098
"3266",0.965
"3267",0.867
"3268",0.285
"3269",0.435
"3270",0.341
"3271",0.348
"3272",0.304
"3273",0.915
"3274",0.284
"3275",0.868
"3276",0.817
"3277",0.185
"3278",0.227
"3279",0.666
"3280",0.468
"3281",0.11
"3282",0.146
"3283",0.317
"3284",0.607
"3285",0.947
"3286",0.423
"3287",0.926
"3288",0.1
"3289",0.866
"3290",0.26
"3291",0.284
"3292",0.166
"3293",0.03
"3294",0.098
"3295",0.12
"3296",0.194
"3297",0.83
"3298",0.015
"3299",0.386
"3300",0.914
"3301",0.015
"3302",0.31
"3303",0.429
"3304",0.562
"3305",0.921
"3306",0.517
"3307",0.74
"3308",0.618
"3309",0.206
"3310",0.509
"3311",0.061
"3312",0.775
"3313",0.204
"3314",0.857
"3315",0.514
"3316",0.252
"3317",0.813
"3318",0.067
"3319",0.026
