"","p0q0"
"1874",0.1
"1875",0.126
"1876",0.126
"1877",0.086
"1878",0.065
"1879",0.069
"1880",0.079
"1881",0.086
"1882",0.048
"1883",0.078
"1884",0.081
"1885",0.067
"1886",0.068
"1887",0.07
"1888",0.078
"1889",0.07
"1890",0.082
"1891",0.069
"1892",0.07
"1893",0.079
"1894",0.063
"1895",0.08
"1896",0.083
"1897",0.078
"1898",0.068
"1899",0.074
"1900",0.069
"1901",0.122
"1902",0.079
"1903",0.06
"1904",0.059
"1905",0.099
"1906",0.068
"1907",0.068
"1908",0.074
"1909",0.076
"1910",0.066
"1911",0.065
"1912",0.073
"1913",0.079
"1914",0.074
"1915",0.078
"1916",0.068
"1917",0.066
"1918",0.073
"1919",0.086
"1920",0.068
"1921",0.072
"1922",0.098
"1923",0.088
"1924",0.086
"1925",0.075
"1926",0.067
"1927",0.074
"1928",0.059
"1929",0.069
"1930",0.072
"1931",0.079
"1932",0.083
"1933",0.071
"1934",0.095
"1935",0.097
"1936",0.106
"1937",0.131
"1938",0.127
"1939",0.073
"1940",0.116
"1941",0.108
"1942",0.1
"1943",0.103
"1944",0.102
"1945",0.119
"1946",0.1
"1947",0.132
"1948",0.113
"1949",0.104
"1950",0.101
"1951",0.101
"1952",0.119
"1953",0.119
"1954",0.095
"1955",0.106
"1956",0.101
"1957",0.094
"1958",0.163
"1959",0.107
"1960",0.089
"1961",0.08
"1962",0.142
"1963",0.091
"1964",0.108
"1965",0.095
"1966",0.093
"1967",0.086
"1968",0.098
"1969",0.113
"1970",0.116
"1971",0.113
"1972",0.121
"1973",0.107
"1974",0.097
"1975",0.098
"1976",0.129
"1977",0.11
"1978",0.107
"1979",0.139
"1980",0.129
"1981",0.121
"1982",0.105
"1983",0.1
"1984",0.107
"1985",0.089
"1986",0.11
"1987",0.089
"1988",0.13
"1989",0.111
"1990",0.097
"1991",0.145
"1992",0.149
"1993",0.16
"1994",0.183
"1995",0.177
"1996",0.092
"1997",0.161
"1998",0.164
"1999",0.145
"2000",0.152
"2001",0.154
"2002",0.17
"2003",0.165
"2004",0.19
"2005",0.155
"2006",0.132
"2007",0.163
"2008",0.132
"2009",0.157
"2010",0.18
"2011",0.173
"2012",0.144
"2013",0.145
"2014",0.157
"2015",0.12
"2016",0.233
"2017",0.155
"2018",0.149
"2019",0.116
"2020",0.197
"2021",0.134
"2022",0.149
"2023",0.151
"2024",0.143
"2025",0.105
"2026",0.152
"2027",0.152
"2028",0.18
"2029",0.158
"2030",0.188
"2031",0.159
"2032",0.152
"2033",0.143
"2034",0.183
"2035",0.175
"2036",0.134
"2037",0.185
"2038",0.186
"2039",0.171
"2040",0.154
"2041",0.142
"2042",0.131
"2043",0.139
"2044",0.163
"2045",0.137
"2046",0.176
"2047",0.163
"2048",0.136
"2049",0.203
"2050",0.044
"2051",0.049
"2052",0.057
"2053",0.066
"2054",0.039
"2055",0.048
"2056",0.056
"2057",0.047
"2058",0.051
"2059",0.055
"2060",0.055
"2061",0.043
"2062",0.056
"2063",0.051
"2064",0.05
"2065",0.061
"2066",0.041
"2067",0.059
"2068",0.06
"2069",0.05
"2070",0.047
"2071",0.05
"2072",0.047
"2073",0.095
"2074",0.057
"2075",0.03
"2076",0.039
"2077",0.07
"2078",0.054
"2079",0.048
"2080",0.052
"2081",0.053
"2082",0.049
"2083",0.035
"2084",0.058
"2085",0.053
"2086",0.049
"2087",0.05
"2088",0.05
"2089",0.047
"2090",0.038
"2091",0.059
"2092",0.043
"2093",0.05
"2094",0.062
"2095",0.054
"2096",0.053
"2097",0.052
"2098",0.049
"2099",0.052
"2100",0.038
"2101",0.046
"2102",0.043
"2103",0.049
"2104",0.055
"2105",0.043
"2106",0.041
"2107",0.028
"2108",0.028
"2109",0.042
"2110",0.038
"2111",0.022
"2112",0.031
"2113",0.031
"2114",0.031
"2115",0.032
"2116",0.037
"2117",0.039
"2118",0.04
"2119",0.04
"2120",0.032
"2121",0.031
"2122",0.047
"2123",0.024
"2124",0.039
"2125",0.037
"2126",0.037
"2127",0.034
"2128",0.03
"2129",0.086
"2130",0.043
"2131",0.039
"2132",0.035
"2133",0.032
"2134",0.025
"2135",0.036
"2136",0.031
"2137",0.017
"2138",0.039
"2139",0.025
"2140",0.023
"2141",0.026
"2142",0.03
"2143",0.024
"2144",0.023
"2145",0.029
"2146",0.024
"2147",0.033
"2148",0.029
"2149",0.029
"2150",0.033
"2151",0.035
"2152",0.029
"2153",0.034
"2154",0.022
"2155",0.029
"2156",0.028
"2157",0.029
"2158",0.029
"2159",0.035
"2160",0.033
"2161",0.023
"2162",0.02
"2163",0.035
"2164",0.034
"2165",0.018
"2166",0.025
"2167",0.025
"2168",0.026
"2169",0.025
"2170",0.032
"2171",0.033
"2172",0.035
"2173",0.031
"2174",0.028
"2175",0.027
"2176",0.042
"2177",0.02
"2178",0.033
"2179",0.033
"2180",0.031
"2181",0.027
"2182",0.023
"2183",0.075
"2184",0.038
"2185",0.03
"2186",0.03
"2187",0.027
"2188",0.022
"2189",0.028
"2190",0.024
"2191",0.013
"2192",0.034
"2193",0.021
"2194",0.018
"2195",0.021
"2196",0.024
"2197",0.014
"2198",0.018
"2199",0.026
"2200",0.016
"2201",0.029
"2202",0.022
"2203",0.024
"2204",0.028
"2205",0.032
"2206",0.024
"2207",0.028
"2208",0.018
"2209",0.021
"2210",0.023
"2211",0.022
"2212",0.026
"2213",0.025
"2214",0.025
"2215",0.111
"2216",0.12
"2217",0.142
"2218",0.145
"2219",0.088
"2220",0.128
"2221",0.127
"2222",0.111
"2223",0.116
"2224",0.118
"2225",0.134
"2226",0.116
"2227",0.147
"2228",0.129
"2229",0.122
"2230",0.111
"2231",0.121
"2232",0.139
"2233",0.135
"2234",0.108
"2235",0.119
"2236",0.117
"2237",0.101
"2238",0.176
"2239",0.118
"2240",0.106
"2241",0.087
"2242",0.159
"2243",0.106
"2244",0.119
"2245",0.113
"2246",0.105
"2247",0.094
"2248",0.109
"2249",0.125
"2250",0.129
"2251",0.124
"2252",0.132
"2253",0.125
"2254",0.116
"2255",0.113
"2256",0.145
"2257",0.122
"2258",0.117
"2259",0.154
"2260",0.146
"2261",0.134
"2262",0.114
"2263",0.118
"2264",0.113
"2265",0.106
"2266",0.121
"2267",0.101
"2268",0.14
"2269",0.129
"2270",0.106
"2271",0.168
"2272",0.162
"2273",0.177
"2274",0.188
"2275",0.192
"2276",0.107
"2277",0.172
"2278",0.183
"2279",0.168
"2280",0.176
"2281",0.185
"2282",0.187
"2283",0.184
"2284",0.202
"2285",0.175
"2286",0.147
"2287",0.193
"2288",0.165
"2289",0.187
"2290",0.198
"2291",0.196
"2292",0.157
"2293",0.181
"2294",0.202
"2295",0.132
"2296",0.265
"2297",0.185
"2298",0.181
"2299",0.15
"2300",0.243
"2301",0.148
"2302",0.184
"2303",0.173
"2304",0.174
"2305",0.175
"2306",0.174
"2307",0.181
"2308",0.221
"2309",0.194
"2310",0.219
"2311",0.185
"2312",0.171
"2313",0.17
"2314",0.208
"2315",0.214
"2316",0.152
"2317",0.229
"2318",0.204
"2319",0.203
"2320",0.196
"2321",0.183
"2322",0.163
"2323",0.182
"2324",0.187
"2325",0.163
"2326",0.2
"2327",0.203
"2328",0.166
"2329",0.217
"2330",0.014
"2331",0.014
"2332",0.023
"2333",0.023
"2334",0.015
"2335",0.016
"2336",0.016
"2337",0.02
"2338",0.018
"2339",0.019
"2340",0.02
"2341",0.026
"2342",0.025
"2343",0.017
"2344",0.014
"2345",0.031
"2346",0.014
"2347",0.02
"2348",0.022
"2349",0.021
"2350",0.017
"2351",0.016
"2352",0.036
"2353",0.025
"2354",0.02
"2355",0.024
"2356",0.024
"2357",0.014
"2358",0.018
"2359",0.016
"2360",0.004
"2361",0.023
"2362",0.012
"2363",0.011
"2364",0.011
"2365",0.015
"2366",0.005
"2367",0.007
"2368",0.015
"2369",0.011
"2370",0.012
"2371",0.012
"2372",0.013
"2373",0.015
"2374",0.018
"2375",0.013
"2376",0.015
"2377",0.007
"2378",0.015
"2379",0.017
"2380",0.015
"2381",0.018
"2382",0.017
"2383",0.015
"2384",0.099
"2385",0.082
"2386",0.094
"2387",0.093
"2388",0.087
"2389",0.102
"2390",0.156
"2391",0.104
"2392",0.117
"2393",0.089
"2394",0.075
"2395",0.107
"2396",0.093
"2397",0.107
"2398",0.102
"2399",0.097
"2400",0.101
"2401",0.094
"2402",0.088
"2403",0.097
"2404",0.093
"2405",0.101
"2406",0.084
"2407",0.097
"2408",0.086
"2409",0.102
"2410",0.111
"2411",0.098
"2412",0.084
"2413",0.088
"2414",0.097
"2415",0.097
"2416",0.112
"2417",0.089
"2418",0.114
"2419",0.099
"2420",0.103
"2421",0.15
"2422",0.099
"2423",0.106
"2424",0.101
"2425",0.107
"2426",0.107
"2427",0.111
"2428",0.1
"2429",0.089
"2430",0.124
"2431",0.114
"2432",0.097
"2433",0.075
"2434",0.093
"2435",0.109
"2436",0.08
"2437",0.091
"2438",0.091
"2439",0.105
"2440",0.092
"2441",0.104
"2442",0.099
"2443",0.1
"2444",0.099
"2445",0.102
"2446",0.092
"2447",0.344
"2448",0.156
"2449",0.124
"2450",0.141
"2451",0.14
"2452",0.133
"2453",0.147
"2454",0.222
"2455",0.156
"2456",0.161
"2457",0.13
"2458",0.109
"2459",0.17
"2460",0.139
"2461",0.143
"2462",0.138
"2463",0.16
"2464",0.158
"2465",0.136
"2466",0.128
"2467",0.157
"2468",0.141
"2469",0.146
"2470",0.132
"2471",0.147
"2472",0.136
"2473",0.14
"2474",0.158
"2475",0.137
"2476",0.127
"2477",0.138
"2478",0.143
"2479",0.137
"2480",0.142
"2481",0.124
"2482",0.173
"2483",0.143
"2484",0.151
"2485",0.22
"2486",0.131
"2487",0.142
"2488",0.133
"2489",0.159
"2490",0.157
"2491",0.137
"2492",0.143
"2493",0.131
"2494",0.168
"2495",0.159
"2496",0.143
"2497",0.116
"2498",0.138
"2499",0.165
"2500",0.113
"2501",0.132
"2502",0.148
"2503",0.15
"2504",0.143
"2505",0.142
"2506",0.134
"2507",0.145
"2508",0.14
"2509",0.158
"2510",0.156
"2511",0.452
"2512",0.215
"2513",0.189
"2514",0.225
"2515",0.227
"2516",0.207
"2517",0.239
"2518",0.262
"2519",0.238
"2520",0.232
"2521",0.187
"2522",0.15
"2523",0.259
"2524",0.22
"2525",0.213
"2526",0.208
"2527",0.23
"2528",0.248
"2529",0.203
"2530",0.195
"2531",0.246
"2532",0.216
"2533",0.225
"2534",0.215
"2535",0.23
"2536",0.221
"2537",0.217
"2538",0.21
"2539",0.19
"2540",0.203
"2541",0.243
"2542",0.213
"2543",0.198
"2544",0.209
"2545",0.221
"2546",0.259
"2547",0.213
"2548",0.248
"2549",0.335
"2550",0.183
"2551",0.211
"2552",0.215
"2553",0.225
"2554",0.255
"2555",0.181
"2556",0.209
"2557",0.207
"2558",0.244
"2559",0.243
"2560",0.203
"2561",0.177
"2562",0.223
"2563",0.246
"2564",0.181
"2565",0.21
"2566",0.208
"2567",0.236
"2568",0.199
"2569",0.212
"2570",0.216
"2571",0.217
"2572",0.223
"2573",0.242
"2574",0.233
"2575",0.545
"2576",0.062
"2577",0.046
"2578",0.056
"2579",0.057
"2580",0.056
"2581",0.059
"2582",0.112
"2583",0.059
"2584",0.075
"2585",0.048
"2586",0.048
"2587",0.075
"2588",0.061
"2589",0.075
"2590",0.063
"2591",0.068
"2592",0.067
"2593",0.056
"2594",0.061
"2595",0.068
"2596",0.046
"2597",0.056
"2598",0.043
"2599",0.056
"2600",0.052
"2601",0.068
"2602",0.071
"2603",0.059
"2604",0.057
"2605",0.062
"2606",0.059
"2607",0.063
"2608",0.074
"2609",0.056
"2610",0.075
"2611",0.059
"2612",0.061
"2613",0.119
"2614",0.057
"2615",0.048
"2616",0.06
"2617",0.063
"2618",0.073
"2619",0.056
"2620",0.066
"2621",0.059
"2622",0.088
"2623",0.081
"2624",0.059
"2625",0.036
"2626",0.061
"2627",0.066
"2628",0.047
"2629",0.055
"2630",0.048
"2631",0.065
"2632",0.064
"2633",0.07
"2634",0.06
"2635",0.064
"2636",0.063
"2637",0.068
"2638",0.056
"2639",0.26
"2640",0.048
"2641",0.039
"2642",0.046
"2643",0.041
"2644",0.043
"2645",0.053
"2646",0.071
"2647",0.041
"2648",0.051
"2649",0.033
"2650",0.041
"2651",0.039
"2652",0.027
"2653",0.057
"2654",0.05
"2655",0.056
"2656",0.052
"2657",0.047
"2658",0.051
"2659",0.043
"2660",0.039
"2661",0.052
"2662",0.042
"2663",0.041
"2664",0.043
"2665",0.061
"2666",0.056
"2667",0.047
"2668",0.046
"2669",0.051
"2670",0.052
"2671",0.044
"2672",0.048
"2673",0.042
"2674",0.053
"2675",0.042
"2676",0.044
"2677",0.107
"2678",0.044
"2679",0.034
"2680",0.047
"2681",0.05
"2682",0.05
"2683",0.031
"2684",0.037
"2685",0.046
"2686",0.067
"2687",0.063
"2688",0.039
"2689",0.031
"2690",0.044
"2691",0.042
"2692",0.036
"2693",0.037
"2694",0.042
"2695",0.046
"2696",0.05
"2697",0.044
"2698",0.042
"2699",0.051
"2700",0.04
"2701",0.05
"2702",0.052
"2703",0.121
"2704",0.042
"2705",0.034
"2706",0.037
"2707",0.033
"2708",0.036
"2709",0.047
"2710",0.054
"2711",0.032
"2712",0.041
"2713",0.028
"2714",0.034
"2715",0.033
"2716",0.022
"2717",0.045
"2718",0.04
"2719",0.047
"2720",0.044
"2721",0.037
"2722",0.042
"2723",0.033
"2724",0.033
"2725",0.042
"2726",0.034
"2727",0.036
"2728",0.035
"2729",0.048
"2730",0.044
"2731",0.036
"2732",0.04
"2733",0.043
"2734",0.04
"2735",0.037
"2736",0.041
"2737",0.033
"2738",0.044
"2739",0.031
"2740",0.034
"2741",0.076
"2742",0.034
"2743",0.027
"2744",0.035
"2745",0.04
"2746",0.041
"2747",0.028
"2748",0.03
"2749",0.04
"2750",0.057
"2751",0.052
"2752",0.03
"2753",0.024
"2754",0.034
"2755",0.035
"2756",0.029
"2757",0.028
"2758",0.03
"2759",0.035
"2760",0.042
"2761",0.036
"2762",0.036
"2763",0.039
"2764",0.034
"2765",0.039
"2766",0.046
"2767",0.106
"2768",0.177
"2769",0.134
"2770",0.162
"2771",0.163
"2772",0.153
"2773",0.174
"2774",0.255
"2775",0.181
"2776",0.178
"2777",0.152
"2778",0.135
"2779",0.194
"2780",0.165
"2781",0.164
"2782",0.159
"2783",0.182
"2784",0.186
"2785",0.158
"2786",0.145
"2787",0.181
"2788",0.161
"2789",0.171
"2790",0.152
"2791",0.17
"2792",0.164
"2793",0.159
"2794",0.184
"2795",0.155
"2796",0.154
"2797",0.165
"2798",0.163
"2799",0.152
"2800",0.165
"2801",0.146
"2802",0.193
"2803",0.167
"2804",0.184
"2805",0.268
"2806",0.155
"2807",0.163
"2808",0.153
"2809",0.187
"2810",0.184
"2811",0.149
"2812",0.159
"2813",0.155
"2814",0.186
"2815",0.184
"2816",0.158
"2817",0.134
"2818",0.164
"2819",0.191
"2820",0.139
"2821",0.156
"2822",0.162
"2823",0.171
"2824",0.159
"2825",0.162
"2826",0.155
"2827",0.162
"2828",0.158
"2829",0.176
"2830",0.177
"2831",0.51
"2832",0.254
"2833",0.214
"2834",0.285
"2835",0.259
"2836",0.307
"2837",0.273
"2838",0.256
"2839",0.266
"2840",0.26
"2841",0.202
"2842",0.161
"2843",0.307
"2844",0.237
"2845",0.266
"2846",0.239
"2847",0.261
"2848",0.291
"2849",0.235
"2850",0.254
"2851",0.286
"2852",0.243
"2853",0.042
"2854",0.257
"2855",0.259
"2856",0.326
"2857",0.26
"2858",0.21
"2859",0.22
"2860",0.232
"2861",0.268
"2862",0.304
"2863",0.23
"2864",0.272
"2865",0.254
"2866",0.317
"2867",0.248
"2868",0.282
"2869",0.361
"2870",0.194
"2871",0.252
"2872",0.262
"2873",0.302
"2874",0.331
"2875",0.201
"2876",0.261
"2877",0.249
"2878",0.273
"2879",0.324
"2880",0.251
"2881",0.198
"2882",0.294
"2883",0.388
"2884",0.228
"2885",0.269
"2886",0.257
"2887",0.301
"2888",0.26
"2889",0.259
"2890",0.248
"2891",0.267
"2892",0.252
"2893",0.283
"2894",0.254
"2895",0.546
"2896",0.02
"2897",0.017
"2898",0.019
"2899",0.017
"2900",0.022
"2901",0.024
"2902",0.02
"2903",0.021
"2904",0.024
"2905",0.015
"2906",0.018
"2907",0.021
"2908",0.011
"2909",0.028
"2910",0.024
"2911",0.025
"2912",0.026
"2913",0.027
"2914",0.028
"2915",0.022
"2916",0.016
"2917",0.03
"2918",0.016
"2919",0.025
"2920",0.025
"2921",0.032
"2922",0.028
"2923",0.02
"2924",0.022
"2925",0.021
"2926",0.024
"2927",0.022
"2928",0.028
"2929",0.021
"2930",0.029
"2931",0.017
"2932",0.023
"2933",0.043
"2934",0.018
"2935",0.018
"2936",0.021
"2937",0.028
"2938",0.023
"2939",0.018
"2940",0.02
"2941",0.025
"2942",0.048
"2943",0.038
"2944",0.018
"2945",0.015
"2946",0.023
"2947",0.023
"2948",0.02
"2949",0.015
"2950",0.022
"2951",0.026
"2952",0.023
"2953",0.024
"2954",0.02
"2955",0.024
"2956",0.022
"2957",0.018
"2958",0.029
"2959",0.074
"2960",0.171
"2961",0.151
"2962",0.195
"2963",0.159
"2964",0.161
"2965",0.174
"2966",0.18
"2967",0.184
"2968",0.143
"2969",0.177
"2970",0.178
"2971",0.149
"2972",0.186
"2973",0.183
"2974",0.175
"2975",0.178
"2976",0.205
"2977",0.201
"2978",0.2
"2979",0.184
"2980",0.164
"2981",0.162
"2982",0.218
"2983",0.183
"2984",0.18
"2985",0.18
"2986",0.172
"2987",0.167
"2988",0.166
"2989",0.184
"2990",0.213
"2991",0.198
"2992",0.176
"2993",0.196
"2994",0.194
"2995",0.176
"2996",0.198
"2997",0.163
"2998",0.191
"2999",0.145
"3000",0.179
"3001",0.172
"3002",0.193
"3003",0.17
"3004",0.155
"3005",0.164
"3006",0.185
"3007",0.18
"3008",0.152
"3009",0.144
"3010",0.177
"3011",0.166
"3012",0.151
"3013",0.13
"3014",0.145
"3015",0.158
"3016",0.195
"3017",0.156
"3018",0.159
"3019",0.14
"3020",0.158
"3021",0.181
"3022",0.701
"3023",0.254
"3024",0.209
"3025",0.266
"3026",0.249
"3027",0.24
"3028",0.248
"3029",0.261
"3030",0.277
"3031",0.191
"3032",0.275
"3033",0.207
"3034",0.217
"3035",0.269
"3036",0.245
"3037",0.246
"3038",0.278
"3039",0.291
"3040",0.259
"3041",0.293
"3042",0.266
"3043",0.252
"3044",0.232
"3045",0.3
"3046",0.254
"3047",0.254
"3048",0.269
"3049",0.267
"3050",0.232
"3051",0.232
"3052",0.251
"3053",0.291
"3054",0.266
"3055",0.248
"3056",0.289
"3057",0.281
"3058",0.258
"3059",0.261
"3060",0.243
"3061",0.271
"3062",0.228
"3063",0.242
"3064",0.229
"3065",0.245
"3066",0.249
"3067",0.242
"3068",0.23
"3069",0.245
"3070",0.266
"3071",0.234
"3072",0.197
"3073",0.248
"3074",0.24
"3075",0.244
"3076",0.2
"3077",0.209
"3078",0.232
"3079",0.249
"3080",0.225
"3081",0.232
"3082",0.205
"3083",0.224
"3084",0.26
"3085",0.847
"3086",0.337
"3087",0.255
"3088",0.354
"3089",0.322
"3090",0.305
"3091",0.329
"3092",0.328
"3093",0.37
"3094",0.244
"3095",0.361
"3096",0.27
"3097",0.276
"3098",0.347
"3099",0.311
"3100",0.325
"3101",0.329
"3102",0.384
"3103",0.363
"3104",0.396
"3105",0.341
"3106",0.334
"3107",0.323
"3108",0.41
"3109",0.331
"3110",0.328
"3111",0.396
"3112",0.355
"3113",0.304
"3114",0.309
"3115",0.318
"3116",0.368
"3117",0.339
"3118",0.332
"3119",0.39
"3120",0.371
"3121",0.335
"3122",0.341
"3123",0.286
"3124",0.339
"3125",0.325
"3126",0.327
"3127",0.302
"3128",0.324
"3129",0.338
"3130",0.338
"3131",0.314
"3132",0.319
"3133",0.355
"3134",0.307
"3135",0.263
"3136",0.334
"3137",0.317
"3138",0.326
"3139",0.277
"3140",0.293
"3141",0.317
"3142",0.322
"3143",0.311
"3144",0.496
"3145",0.29
"3146",0.287
"3147",0.345
"3148",0.912
"3149",0.12
"3150",0.097
"3151",0.132
"3152",0.099
"3153",0.113
"3154",0.122
"3155",0.13
"3156",0.129
"3157",0.071
"3158",0.136
"3159",0.133
"3160",0.098
"3161",0.125
"3162",0.121
"3163",0.122
"3164",0.124
"3165",0.145
"3166",0.14
"3167",0.254
"3168",0.125
"3169",0.111
"3170",0.12
"3171",0.161
"3172",0.131
"3173",0.123
"3174",0.119
"3175",0.117
"3176",0.111
"3177",0.111
"3178",0.136
"3179",0.14
"3180",0.134
"3181",0.112
"3182",0.137
"3183",0.137
"3184",0.121
"3185",0.132
"3186",0.1
"3187",0.126
"3188",0.092
"3189",0.138
"3190",0.127
"3191",0.132
"3192",0.124
"3193",0.112
"3194",0.109
"3195",0.134
"3196",0.118
"3197",0.103
"3198",0.098
"3199",0.129
"3200",0.105
"3201",0.1
"3202",0.088
"3203",0.101
"3204",0.116
"3205",0.153
"3206",0.105
"3207",0.101
"3208",0.092
"3209",0.107
"3210",0.126
"3211",0.625
"3212",0.088
"3213",0.078
"3214",0.092
"3215",0.079
"3216",0.073
"3217",0.08
"3218",0.097
"3219",0.091
"3220",0.06
"3221",0.096
"3222",0.093
"3223",0.079
"3224",0.092
"3225",0.097
"3226",0.092
"3227",0.089
"3228",0.082
"3229",0.096
"3230",0.227
"3231",0.082
"3232",0.085
"3233",0.073
"3234",0.1
"3235",0.087
"3236",0.085
"3237",0.082
"3238",0.086
"3239",0.081
"3240",0.081
"3241",0.082
"3242",0.092
"3243",0.092
"3244",0.078
"3245",0.104
"3246",0.091
"3247",0.088
"3248",0.085
"3249",0.067
"3250",0.098
"3251",0.084
"3252",0.082
"3253",0.087
"3254",0.085
"3255",0.078
"3256",0.077
"3257",0.075
"3258",0.093
"3259",0.07
"3260",0.081
"3261",0.077
"3262",0.091
"3263",0.064
"3264",0.06
"3265",0.069
"3266",0.068
"3267",0.082
"3268",0.094
"3269",0.076
"3270",0.075
"3271",0.072
"3272",0.063
"3273",0.089
"3274",0.306
"3275",0.073
"3276",0.068
"3277",0.076
"3278",0.06
"3279",0.063
"3280",0.061
"3281",0.076
"3282",0.078
"3283",0.053
"3284",0.081
"3285",0.079
"3286",0.07
"3287",0.077
"3288",0.083
"3289",0.076
"3290",0.075
"3291",0.069
"3292",0.079
"3293",0.191
"3294",0.067
"3295",0.067
"3296",0.061
"3297",0.086
"3298",0.073
"3299",0.072
"3300",0.071
"3301",0.071
"3302",0.067
"3303",0.061
"3304",0.069
"3305",0.08
"3306",0.078
"3307",0.064
"3308",0.081
"3309",0.073
"3310",0.073
"3311",0.073
"3312",0.055
"3313",0.084
"3314",0.068
"3315",0.064
"3316",0.068
"3317",0.065
"3318",0.06
"3319",0.064
